,published_date,title,text,kode_emitten,label_1,label_2,label_3
31,2018-10-24,BRI Mengaku Tertarik Dengan Bank Banten,BRI Claims to be Interested in Bank Banten,BBRI,0.0,0.0,0.0
32,2018-10-24,Bank Mandiri Masuk Daftar Teratas World's Best Employers,Bank Mandiri Enters Top List of World's Best Employers,BMRI,0.0,0.0,0.0
33,2018-10-25,"Dikabarkan Mau Akuisisi Holcim, Saham SMGR Malah Turun 2,2%","Reportedly wanting to acquire Holcim, SMGR shares actually fell 2.2%",SMGR,1.0,1.0,1.0
34,2018-10-25,Bank Mandiri Tanjung Priok Enggano Sosialisasi Tabungan Simpel ke Sekolah,Bank Mandiri Tanjung Priok Enggano Socializes Simple Savings to Schools,BMRI,0.0,0.0,0.0
35,2018-10-26,"Masuk World's Best Employers, Bank Mandiri Kalahkan Facebook","Entering World's Best Employers, Bank Mandiri Beats Facebook",BMRI,0.0,0.0,0.0
36,2018-10-29,"Jadi Perusahaan Terbaik Dunia, Inilah Rahasia Bank Mandiri","Becoming the World's Best Company, This is Bank Mandiri's Secret",BMRI,0.0,0.0,0.0
37,2018-11-01,Wealth Management Bank Mandiri Masih Tumbuh Positif,Bank Mandiri's Wealth Management is Still Growing Positively,BMRI,0.0,0.0,0.0
38,2018-11-04,UMKM dan Modal Kerja Dorong Pertumbuhan Kredit BCA,MSMEs and Working Capital Drive BCA Credit Growth,BBCA,0.0,0.0,0.0
39,2018-11-04,Bank Mandiri Tanjung Priok Enggano Sosialisasikan Tabungan Simpel ke Sekolah,Bank Mandiri Tanjung Priok Enggano Promotes Simple Savings to Schools,BMRI,0.0,0.0,0.0
40,2018-11-05,"Merdeka Copper Gold (MDKA) beli saham Pani Bersama Jaya sebesar Rp 836,43 miliar",freedom Copper Gold (MDKA) bought Pani Bersama Jaya shares for IDR 836.43 billion,MDKA,0.0,0.0,0.0
41,2018-11-05,"Merdeka Copper Gold (MDKA) Beli Saham Pani Rp864,1 Miliar",freedom Copper Gold (MDKA) Buys Pani Shares for IDR 864.1 Billion,MDKA,0.0,0.0,0.0
42,2018-11-06,"Amplop Jaya pailit, Bank Mandiri (BMRI) akan eksekusi aset","Envelope Jaya goes bankrupt, Bank Mandiri (BMRI) will execute assets",BMRI,0.0,0.0,0.0
43,2018-11-07,Kontribusi Pani Bersama Jaya belum tampak bagi Merdeka Copper (MDKA) tahun ini,Pani Bersama Jaya's contribution has not been visible for freedom Copper (MDKA) this year,MDKA,1.0,1.0,1.0
44,2018-11-09,"Metode Perhitungan Indeks LQ45 & IDX30 Berubah, BCA Juaranya","LQ45 & IDX30 Index Calculation Method Changes, BCA is the Champion",BBCA,0.0,0.0,0.0
45,2018-11-12,BCA Kucurkan Kredit Rp20 Miliar melalui PT Askara Bangun Cemerlang,BCA Disburses IDR 20 Billion in Credit through PT Askara Bangun Cemerlang,BBCA,0.0,0.0,0.0
46,2018-11-12,Kejagung Tetapkan 2 Tersangka Baru dari Bank Mandiri dan PT TAB,Attorney General's Office Names 2 New Suspects from Bank Mandiri and PT TAB,BMRI,0.0,0.0,0.0
47,2018-11-12,"Oktober 2018, Saham BCA Jadi Juara Nilai Transaksi Tertinggi","October 2018, BCA Shares Became the Champion with the Highest Transaction Value",BBCA,0.0,0.0,0.0
48,2018-11-13,"Semen Indonesia Utang Rp 18,97 T untuk Akuisisi Holcim",Semen Indonesia Debt IDR 18.97 T for Acquisition of Holcim,SMGR,0.0,0.0,0.0
49,2018-11-13,"Akuisisi Holcim, SMGR Kokohkan Diri di Pasar Asia","Holcim Acquisition, SMGR Strengthens Itself in the Asian Market",SMGR,0.0,0.0,0.0
50,2018-11-13,"Alasan Semen Indonesia Akuisisi Holcim Rp 13,47 T",Reasons for Semen Indonesia to Acquire Holcim IDR 13.47 T,SMGR,0.0,0.0,0.0
51,2018-11-13,"LafargeHolcim Lepas Saham Holcim Indonesia (SMCB) ke Semen Indonesia (SMGR) US$1,75 Miliar",LafargeHolcim Divests Holcim Indonesia (SMCB) Shares to Semen Indonesia (SMGR) US$ 1.75 Billion,SMGR,0.0,0.0,0.0
52,2018-11-13,PT Semen Indonesia Industri Bangunan Jadi Calon Pengendali Baru Holcim Indonesia (SMCB),PT Semen Indonesia Building Industry Becomes Candidate for New Controller of Holcim Indonesia (SMCB),SMGR,0.0,0.0,0.0
53,2018-11-13,"SMGR Caplok SMCB Saat Industri Semen Suram, Kenapa?","SMGR Caplok SMCB When the Cement Industry is Gloomy, Why?",SMGR,1.0,,1.0
54,2018-11-13,"Bos Semen Indonesia: Nilai Akuisisi Holcim Hanya Rp 13,57 T",Indonesian Cement Boss: Holcim Acquisition Value Only IDR 13.57 T,SMGR,0.0,0.0,0.0
55,2018-11-13,"Ini Penjelasan Holcim Indonesia, Setelah Diakuisisi SMGR","This is Holcim Indonesia's Explanation, After Being Acquired by SMGR",SMGR,0.0,0.0,0.0
56,2018-11-13,"Pasca-Caplok Holcim, Begini Valuasi Semen Indonesia","Post-Holcim annexation, this is the valuation of Indonesian cement",SMGR,0.0,0.0,0.0
57,2018-11-13,"Pasca-Akuisisi, Semen Indonesia Kuasai Pangsa Pasar 55%","Post-Acquisition, Semen Indonesia Controls 55% Market Share",SMGR,0.0,0.0,0.0
58,2018-11-13,"Sah! Semen Indonesia Akuisisi Holcim Senilai Rp 25,78 T",Legitimate! Semen Indonesia Acquires Holcim Worth IDR 25.78 T,SMGR,0.0,0.0,0.0
59,2018-11-14,Begini Potret Industri Semen Indonesia,This is a portrait of the Indonesian cement industry,SMGR,0.0,0.0,0.0
60,2018-11-14,Semen Indonesia Resmi Ambil Alih Holcim,Semen Indonesia Officially Takes Over Holcim,SMGR,0.0,0.0,0.0
61,2018-11-14,"Holcim Lepas 80,6 Persen Saham, Semen Indonesia Jadi Raja di Asean","Holcim Divests 80.6 Percent of Shares, Semen Indonesia Becomes King in Asean",SMGR,0.0,0.0,0.0
62,2018-11-15,"Modernisasi infrastruktur, BRI akan naikkan anggaran belanja IT 10% di tahun depan","Infrastructure modernization, BRI will increase its IT spending budget by 10% next year",BBRI,0.0,0.0,0.0
63,2018-11-17,SMGR Raja Semen Baru di ASEAN yang Bergulat dengan Oversupply,SMGR is the New Cement King in ASEAN that is Grappling with Oversupply,SMGR,0.0,0.0,0.0
64,2018-11-20,"Akuisisi Holcim, pangsa pasar Semen Indonesia (SMGR) makin dominan","With the acquisition of Holcim, the market share of Semen Indonesia (SMGR) has become increasingly dominant",SMGR,0.0,0.0,0.0
65,2018-11-22,BNI Berencana Pakai AI dan BIG Data pada 2020,BNI Plans to Use AI and BIG Data in 2020,BBNI,0.0,0.0,0.0
66,2018-11-23,Bank Mandiri Jalin Kerja Sama dengan UI,Bank Mandiri Collaborates with UI,BMRI,0.0,0.0,0.0
67,2018-11-25,BCA MEDAN RUN 2018: 1.800 Peserta Akan Ikut Berpartisipasi,"BCA MEDAN RUN 2018: 1,800 Participants Will Take Part",BBCA,0.0,0.0,0.0
68,2018-11-25,"Tak kalah dengan fintech, Bank Mandiri kaji opsi pinjaman online","No less than fintech, Bank Mandiri is reviewing online loan options",BMRI,0.0,0.0,0.0
69,2018-11-26,"3 Emiten Kontraktor Tambang Moncer, INTP Cetak Kenaikan 7%","3 Moncer Mining Contractor Issuers, INTP Print 7% Increase",INTP,0.0,0.0,0.0
70,2018-11-27,"BNI Cs Kucurkan Dana Rp 13,7 T Untuk Proyek Tol Semanan",BNI CS Disburses IDR 13.7 T in Funds for the Semanan Toll Road Project,BBNI,0.0,0.0,0.0
71,2018-11-28,"Akuisisi Holcim, Semen Indonesia Diganjar Credit Watch dengan Implikasi Negatif","Acquisition of Holcim, Semen Indonesia Rewarded by Credit Watch with Negative Implications",SMGR,0.0,1.0,0.0
72,2018-11-28,BCA Salurkan Kredit kepada Grup Pupuk Indonesia,BCA Distributes Credit to Pupuk Indonesia Group,BBCA,0.0,0.0,0.0
73,2018-11-28,Bank Mandiri Syariah Perkenalkan Asisten Interaktif Aisyah,Bank Mandiri sharia Introduces Interactive Assistant Aisyah,BMRI,0.0,0.0,0.0
74,2018-11-29,Bank Mandiri Jajaki Kerja Sama Pembayaran dengan WhatsApp?,Bank Mandiri Exploring Payment Collaboration with WhatsApp?,BMRI,0.0,0.0,0.0
75,2018-11-30,Bank Mandiri Bidik Milenial Jateng,Bank Mandiri Targets Central Java Millennials,BMRI,0.0,0.0,0.0
76,2018-11-30,Bank Mandiri dan Taspen Suntik Modal Rp500 Miliar ke Bank Mantap,Bank Mandiri and Taspen inject capital of IDR 500 billion into Bank Mantap,BMRI,0.0,0.0,0.0
77,2018-11-30,BRI Agro Raih Penghargaan Bank Indonesia,BRI Agro Wins Bank Indonesia Award,BBRI,0.0,0.0,0.0
78,2018-12-03,Strategi BTN menjaga likuiditas agar LDR mencapai 105%,BTN's strategy to maintain liquidity so that LDR reaches 105%,BBTN,0.0,0.0,0.0
79,2018-12-03,BNI Sediakan Layanan untuk Nasabah Disabilitas,BNI Provides Services for Customers with Disabilities,BBNI,0.0,0.0,0.0
80,2018-12-03,Peluncuran BCA Singapore Airlines KrisFlyer Visa Infinite,Launch of BCA Singapore Airlines KrisFlyer Visa Infinite,BBCA,0.0,0.0,0.0
81,2018-12-03,BCA Luncurkan Kartu Kredit Co-Brand Bersama Singapore Airlines,BCA Launches Co-Brand Credit Card with Singapore Airlines,BBCA,0.0,0.0,0.0
82,2018-12-08,"PPOB Bank Mandiri Sumbang Fee Based Rp6,6 Miliar",PPOB Bank Mandiri Contributes Fee Based IDR 6.6 Billion,BMRI,0.0,0.0,0.0
83,2018-12-10,BCA Raih ‘Best of The Best Awards’ 2018 dari Forbes Indonesia,BCA Wins 'Best of The Best Awards' 2018 from Forbes Indonesia,BBCA,0.0,0.0,0.0
84,2018-12-11,Semen Indonesia Bakal Perbesar Kapasitas Packing Plant Banjarmasin,Semen Indonesia Will Increase the Capacity of the Banjarmasin Packing Plant,SMGR,0.0,0.0,0.0
85,2018-12-12,Semen Indonesia Kaji Rencana Pengembangan Packing Plant Banjarmasin,Semen Indonesia Reviews Banjarmasin Packing Plant Development Plan,SMGR,0.0,0.0,0.0
86,2018-12-12,"Tumbuh dua digit, ini target Bank Mandiri di tahun 2019",Double digit growth is Bank Mandiri's target for 2019,BMRI,0.0,0.0,0.0
87,2018-12-13,Vonis Johanes Kotjo: Pemblokiran 4 Rekening BCA Terpidana Dicabut,Johanes Kotjo's Verdict: Blocking of Convict's 4 BCA Accounts Revoked,BBCA,,1.0,1.0
88,2018-12-17,BNI Sediakan Fitur Tambahan di Mobile Banking,BNI Provides Additional Features in Mobile Banking,BBNI,0.0,0.0,0.0
89,2018-12-17,"Jelang Natal 2018, BNI Salurkan 1.500 Paket Sembako Murah","Ahead of Christmas 2018, BNI Distributes 1,500 Cheap Basic Food Packages",BBNI,0.0,0.0,0.0
90,2018-12-17,"BCA Kucurkan Pinjaman Rp 1,2 T ke Perusahaan Sawit Ini",BCA Disburses a Loan of IDR 1.2 T to This Palm Oil Company,BBCA,0.0,0.0,0.0
91,2018-12-18,"Trimitra Karya Jaya beli saham Merdeka Copper Gold Rp 222,58 miliar",Trimitra works Jaya bought freedom Copper Gold shares for IDR 222.58 billion,MDKA,0.0,0.0,0.0
92,2018-12-18,BNI Dukung Percepatan Pemkab Malang Jadi Smart City,BNI Supports the Acceleration of Malang Regency Government to Become a Smart City,BBNI,0.0,0.0,0.0
93,2018-12-18,"Bunga Deposito Special Rate Tembus 9%, BTN Ogah Ikut Bersaing","Special Rate Deposit Interest Reaches 9%, BTN Reluctant to Compete",BBTN,1.0,1.0,1.0
94,2018-12-18,"Saham BCA & Bank Mandiri Paling Banyak Dilepas Asing, Kenapa?","BCA & Bank Mandiri shares are mostly released by foreigners, why?",BMRI,0.0,0.0,0.0
95,2018-12-20,"Bos BCA Akui 'Pedekate' dengan Alipay, Fasilitasi Turis China","BCA Boss Admits 'Approaching' Alipay, Facilitating Chinese Tourists",BBCA,0.0,0.0,0.0
96,2018-12-20,Saratoga (SRTG) Tambah Saham di MDKA & AGII,Saratoga (SRTG) Adds Shares in MDKA & AGII,MDKA,0.0,0.0,0.0
97,2018-12-20,Alipay Disebut Mulai Dekati BRI & BCA,Alipay is said to be starting to approach BRI & BCA,BBCA,0.0,0.0,0.0
98,2018-12-21,Kertas Basuki Rahmat (KBRI) mencari investor demi memaksimalkan produksi,Paper Basuki Rahmat (KBRI) is looking for investors to maximize production,BBRI,0.0,0.0,0.0
99,2018-12-26,"Perkuat bisnis, BRI bentuk tiga anak usaha lewat akuisisi","Strengthening business, BRI formed three subsidiaries through acquisitions",BBRI,0.0,0.0,0.0
100,2018-12-27,"Akuisisi 3 Entitas, BRI Kucurkan Rp822 Miliar","Acquisition of 3 Entities, BRI Disburses IDR 822 Billion",BBRI,0.0,0.0,0.0
101,2019-01-02,"Sepanjang tahun 2018, bunga deposito Bank Central Asia (BBCA) meningkat 175 bps","Throughout 2018, Bank Central Asia (BBCA) deposit interest increased by 175 bps",BBCA,0.0,0.0,0.0
102,2019-01-04,Direktur BRI Dilantik Jadi Dirut Pegadaian,Director of BRI Appointed as President Director of pawnshop,BBRI,0.0,0.0,0.0
103,2019-01-05,Siapa Vale Indonesia yang Berencana Divestasi Ikuti Freeport?,Who is Vale Indonesia Planning to Divest Following Freeport?,INCO,0.0,0.0,0.0
104,2019-01-07,"Kembangkan Bisnis Komersial, Bank Mandiri (BMRI) Angkat Direksi Baru","Developing Commercial Business, Bank Mandiri (BMRI) Appoints New Directors",BMRI,0.0,0.0,0.0
105,2019-01-07,"Danai Ekspansi, Bank Mandiri Terbitkan Surat Utang Rp 40 T","To Fund Expansion, Bank Mandiri Issues IDR 40 T Debentures",BMRI,0.0,0.0,0.0
106,2019-01-07,Ini alasan Bank Mandiri tunjuk Riduan sebagai Direktur Komersial,This is the reason Bank Mandiri appointed Riduan as Commercial Director,BMRI,0.0,0.0,0.0
107,2019-01-07,Ini Alasan Penunjukkan Riduan Ahmad jadi Direksi BMRI,This is the reason for appointing Riduan Ahmad as Director of BMRI,BMRI,0.0,0.0,0.0
108,2019-01-07,"Bank Mandiri Tambah Direktur Baru, Ini Profil Dan Tugasnya","Bank Mandiri Adds New Director, Here's His Profile and Duties",BMRI,0.0,0.0,0.0
109,2019-01-07,Kapitalisasi Pasar Saham BCA Tembus Tertinggi di Asia Tenggara,BCA Stock Market Capitalization Reaches Highest in Southeast Asia,BBCA,0.0,0.0,0.0
110,2019-01-08,Terdakwa penyelewengan kredit Bank Mandiri divonis bebas,The defendant in Bank Mandiri credit fraud was acquitted,BMRI,0.0,1.0,
111,2019-01-09,Catat! Fintech Bukan Ancaman Bagi Bank Mandiri,Note! Fintech is not a threat to Bank Mandiri,BMRI,0.0,1.0,0.0
112,2019-01-09,"Hijrah ke Digital, Transaksi Nasabah di Cabang BCA Tinggal 3%","Moving to Digital, Customer Transactions at BCA Branches Remain 3%",BBCA,0.0,0.0,1.0
113,2019-01-09,Semen Indonesia: Akuisisi Holcim Rampung Februari,Semen Indonesia: Acquisition of Holcim Completed in February,SMGR,0.0,0.0,0.0
114,2019-01-11,BNI targetkan bisnis cash management tumbuh hingga 30% di tahun 2019 ini,BNI targets its cash management business to grow by 30% in 2019,BBNI,0.0,0.0,0.0
115,2019-01-14,"Soal Rencana Akuisisi, Bos BCA: Satu Sudah Siap Janurnya","Regarding Acquisition Plans, BCA Boss: One Janur is Ready",BBCA,0.0,0.0,0.0
116,2019-01-15,BCA Kantongi Nama Bank yang Mau Dibeli,BCA Pockets the Name of the Bank It Wants to Buy,BBCA,0.0,0.0,0.0
117,2019-01-15,Sejauh Mana Proses Rencana Akuisisi Bank BCA?,How far along is the BCA Bank acquisition plan process?,BBCA,0.0,0.0,0.0
118,2019-01-16,Kredit Pensiun BNI Melesat 94%,BNI Pension Credit Soars 94%,BBNI,0.0,0.0,0.0
119,2019-01-16,"Rencana BCA Akuisisi Bank Kecil, Ini Daftar Bank yang Dirumorkan Masuk Nominasi","BCA plans to acquire small banks, here is a list of banks rumored to be nominated",BBCA,0.0,0.0,0.0
120,2019-01-16,"2018, Volume Penjualan Semen Indonesia (SMGR) Tumbuh 7%","2018, Indonesian Cement Sales Volume (SMGR) Grows 7%",SMGR,0.0,0.0,0.0
121,2019-01-18,Indocement (INTP) Operasikan Terminal Semen Lampung,Indocement (INTP) Operates Lampung Cement Terminal,INTP,0.0,0.0,0.0
122,2019-01-22,Rekor! Harga BCA Capai Level Tertinggi Sepanjang Sejarah,Record! BCA Price Reaches All-Time High,BBCA,0.0,0.0,0.0
123,2019-01-22,Indocement Perkuat Fasilitas Produksi di Sumatra,Indocement Strengthens Production Facilities in Sumatra,INTP,0.0,0.0,0.0
124,2019-01-23,"Startup Usia 5 Tahun Kalahkan Valuasi BTN, Kok Bisa?","5 year old startup beats BTN's valuation, how come?",BBTN,0.0,0.0,0.0
125,2019-01-23,"Laba BNI Tahun 2018 Capai Rp15,02 Triliun",BNI Profit in 2018 Reached IDR 15.02 Trillion,BBNI,0.0,0.0,0.0
126,2019-01-23,"Persaingan Ketat, BNI akan Naikan Suku Bunga Kredit","Tight Competition, BNI will Increase Credit Interest Rates",BBNI,1.0,1.0,1.0
127,2019-01-23,"Tahun Ini, BNI Incar Akuisisi Bank & Asuransi Kerugian","This year, BNI is aiming to acquire banks & loss insurance",BBNI,0.0,0.0,0.0
128,2019-01-23,"Jika Punya Saham BCA 10 Tahun Lalu, Anda Sudah Cuan 900%!","If you owned BCA shares 10 years ago, you would have made 900% profit!",BBCA,0.0,0.0,0.0
129,2019-01-24,"Ketimbang Deposito, Beli Saham Bank Mandiri Bisa Cuan 754%","Instead of Deposits, Buying Bank Mandiri Shares Can Earn 754%",BMRI,0.0,0.0,0.0
130,2019-01-24,"Setahun, Bank Mandiri Catat Kredit Sindikasi US$ 13,16 Miliar","One year, Bank Mandiri recorded syndicated loans of US$ 13.16 billion",BMRI,0.0,0.0,0.0
131,2019-01-26,"Bayar Utang ke BCA, Taksi Express Jual Tanah","Pay Debt to BCA, Express Taxi Sells Land",BBCA,0.0,0.0,0.0
132,2019-01-27,Ahok Hingga Bos BCA Belasungkawa untuk Eka Tjipta Widjaja,Ahok and BCA Boss Condolences to Eka Tjipta Widjaja,BBCA,0.0,0.0,0.0
133,2019-01-27,Bank Mandiri Sasar Nasabah Kelas Menengah Bawah,Bank Mandiri Targets Lower Middle Class Customers,BMRI,0.0,0.0,0.0
134,2019-01-28,"Naik 21%, Laba Bank Mandiri Tembus Rp 25 T di 2018","Up 21%, Bank Mandiri Profit Reaches IDR 25 T in 2018",BMRI,0.0,0.0,0.0
135,2019-01-28,Bank Mandiri Bakal Ekspansi Salurkan Kredit Berbunga Murah!,Bank Mandiri Will Expand Distributed Low-Interest Loans!,BMRI,0.0,0.0,0.0
136,2019-01-28,"Laba Bank Mandiri Tembus Rp 25 T di 2018, Apa Faktornya?","Bank Mandiri's profit reaches IDR 25 trillion in 2018, what are the factors?",BMRI,0.0,0.0,0.0
137,2019-01-28,Hai Investor! Bank Mandiri Hasilkan Rp 536 untuk Tiap Saham,Hi Investors! Bank Mandiri Earns IDR 536 for Each Share,BMRI,0.0,0.0,0.0
138,2019-01-28,"Tahun Politik, Bank Mandiri Jaga Marjin di Level 5,6%-5,8%","Political Year, Bank Mandiri Maintains Margin at 5.6%-5.8%",BMRI,0.0,0.0,0.0
139,2019-01-30,Buka-bukaan Bos BCA soal Ancaman Bisnis Perbankan,BCA Boss Opens Up About Threats to the Banking Business,BBCA,0.0,1.0,1.0
140,2019-01-30,"Berikut tiga sektor yang menyumbang hapus buku BNI sebesar Rp 7,4 triliun di 2018",The following are three sectors that contributed to BNI's write-off of IDR 7.4 trillion in 2018,BBNI,1.0,1.0,1.0
141,2019-01-31,"Resmi! Saham SMCB Dicaplok SMGR, Ada Crossing Rp 12,96 T","Official! SMCB Shares Annexed by SMGR, There is a Crossing of IDR 12.96 T",SMGR,0.0,0.0,0.0
142,2019-01-31,Penjelasan Bos BCA Atas Kepemilikan 1% Saham di BTPN,BCA Boss's Explanation of Ownership of 1% Shares in BTPN,BBCA,0.0,0.0,0.0
143,2019-02-03,"Siap-siap, BCA Bagi-bagi Promo Khusus di Ultah ke-62","Get ready, BCA is giving out special promotions on its 62nd birthday",BBCA,0.0,0.0,0.0
144,2019-02-04,Begini Cara Jahja Setiaatmadja Pimpin BCA !,This is How Jahja Setiaatmadja Leads BCA!,BBCA,0.0,0.0,0.0
145,2019-02-04,"BCA mencatat laba Rp 25,55 triliun di akhir 2018",BCA recorded a profit of IDR 25.55 trillion at the end of 2018,BBCA,1.0,1.0,1.0
146,2019-02-04,"Cara Jahja Setiaatmadja Pimpin BCA: Ngobrol, Tak Perlu Marah","How Jahja Setiaatmadja Leads BCA: Chat, No Need to Get Angry",BBCA,0.0,0.0,0.0
147,2019-02-04,"5 Berita Populer Finansial, Bank Mandiri Genjot Kredit Sejak Awal Tahun dan Ini Sektor Bisnis Prospektif Pada Tahun Baru Imlek 2570","5 Popular Financial News, Bank Mandiri Boosts Credit Since the Beginning of the Year and This is the Prospective Business Sector in Chinese New Year 2570",BMRI,0.0,0.0,0.0
148,2019-02-04,Semen Indonesia Industri Bangunan (SIIB) Resmi Jadi Pengendali Baru Holcim (SMCB),Semen Indonesia Building Industry (SIIB) Officially Becomes New Controller of Holcim (SMCB),SMGR,0.0,0.0,0.0
149,2019-02-05,"Vale Siap Divestasi 40% di Indonesia, Ini Target Harga Saham INCO Versi Analis","Vale Ready to Divest 40% in Indonesia, This is Analyst's Version of INCO Share Price Target",INCO,0.0,0.0,0.0
150,2019-02-05,"Merger Rampung, BNI & BCA Jadi Pemegang Saham Bank BTPN","Merger Completed, BNI & BCA Become Shareholders of Bank BTPN",BBCA,0.0,0.0,0.0
151,2019-02-06,BRI Gandeng BPN Untuk Permudah Penyaluran Kredit,BRI Collaborates with BPN to Facilitate Credit Distribution,BBRI,0.0,0.0,0.0
152,2019-02-06,BCA dan BNI Genggam Saham BTPN,BCA and BNI Hold BTPN Shares,BBCA,0.0,0.0,0.0
